source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,ruwe,astrometric_params_solved,duplicated_source,visibility_periods_used
3089534353001157632,124.17699360479357,0.015249501,0.7374494221361896,0.0115004275,0.4587656346030645,0.018229531,2.906363530788064,0.01854747,-36.28302820325773,0.014079297,-0.025346631,-0.056055173,0.06314212,0.25546312,-0.23179322,0.17829996,0.01091462,0.23135413,-0.24818991,-0.10659207,-48.846275,1.2856156,1.1971784,31,False,18
3089847099636770560,122.50835506539042,0.020588106,1.2800943330610466,0.017172968,0.637150856719755,0.023815988,-42.072760482673594,0.025910826,-36.356421286612786,0.021410597,-0.1338573,-0.10890713,-0.027510922,0.33993784,-0.19117548,0.289752,-0.1210737,0.17357397,-0.11949479,-0.21941473,,,0.9338144,31,False,18
