source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,ruwe,radial_velocity,radial_velocity_error,phot_g_mean_mag,bp_rp,astrometric_params_solved
3089847374514674176,122.4902748799336,1.3030577953088736,0.6515287279857364,0.022873232,28.484331,10.362793733227015,0.026057342,-15.017607518476677,0.019240834,-0.12379142,-0.068629235,-0.09784597,0.23889245,-0.18690254,0.21565287,-0.027940957,0.10473158,-0.1941283,-0.08526758,0.9840553,-40.558468,6.259985,14.606769,1.0098372,31
3084495467307744512,120.31533689528695,0.5577516340938132,1.8043436564039708,0.014104612,127.92579,31.900392146316737,0.014378741,-38.64725974197135,0.009514077,-0.17042504,-0.1384886,-0.11649126,0.11187652,0.097511195,0.11756434,0.37188527,0.322481,-0.24965024,-0.2166729,0.92933214,48.591976,1.7438294,12.747533,0.7956581,31
3084831608629138816,120.93193959057791,1.3559068484394918,0.411888613910067,0.01374146,29.974152,2.742017756420788,0.01395736,-10.236241533902664,0.01011017,-0.008036944,-0.0789265,0.12121862,0.2999211,-0.035812173,0.24043073,0.3867844,0.2122542,-0.17230693,-0.11650121,0.9892327,-32.786324,0.8794376,13.160972,1.2815876,31
3089912520578584832,123.60657111438154,1.4655128083931164,0.3988971098780566,0.014041532,28.408375,4.065326489935549,0.01419903,-4.785757073693322,0.011325909,-0.12700437,-0.08049685,0.031249672,0.25013646,-0.24625896,0.1683862,0.05536131,0.20209517,-0.2245927,-0.2180776,1.0064464,-56.89384,0.4401823,12.376087,1.4331331,31
3089535697327739392,123.99367167329599,0.7202468383478154,0.8948731446100101,0.029799499,30.029804,-3.6634445910569085,0.030278156,-1.828039114998393,0.022655958,-0.028722309,-0.11224687,-0.053825483,0.28070575,-0.22076859,0.16365883,-0.06099603,0.30598417,-0.2645006,-0.15358861,1.0230702,,,15.0425,0.82381916,31
3090620258172557440,122.19299236872689,1.5573185998839778,1.1329835424141348,0.015751103,71.93042,13.327208392146904,0.016754711,-25.04964652548756,0.012876951,-0.2250512,-0.14613082,0.07138914,0.03953621,0.13133948,-0.033295788,0.54607713,0.22491403,-0.07117394,-0.37063593,0.9647575,-57.65049,2.8378575,13.643409,0.78788567,31
3077426977633583616,124.6368755110201,0.09222102328077476,0.49482188829957907,0.013763367,35.952095,-12.186917582906055,0.014168457,-6.156162018767562,0.01088663,-0.40671274,-0.067000724,-0.22064903,0.058147203,-0.03015917,0.033059016,-0.20687574,0.31305698,-0.14847565,-0.20696907,1.0368875,88.455,0.37436348,12.216117,1.2183743,31
3083556278216260224,123.0414468938464,0.4796449620695178,0.6230754609562774,0.018449781,33.771427,-4.614207457930076,0.01925492,-10.283908467807144,0.01435364,-0.026355721,-0.016572317,0.064550616,0.26167452,-0.22994971,0.18246178,0.048338044,0.29297385,-0.1827672,-0.156961,1.0106388,189.98073,0.4017378,11.498242,1.0226707,31
