source_id,ra_deg,ra_error_mas,dec_deg,dec_error_mas,parallax_mas,parallax_error_mas,pmra_masyr,pmra_error_masyr,pmdec_masyr,pmdec_error_masyr,gaia_radial_velocity_kms,gaia_radial_velocity_error_kms,rv_central_kms,rv_central_source,rv_uncertainty_kms,rv_uncertainty_source,rv_uncertainty_ready,rv_uncertainty_note,ruwe,astrometric_params_solved,duplicated_source,visibility_periods_used,gaia_source_table,raw_query_output,coordinate_uncertainty_note,covariance_variable_order,covariance_units,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,covariance_ready,rv_central_ready,variable_order,sigma_parallax_mas,sigma_pmra_masyr,sigma_pmdec_masyr,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22,symmetric,diagonal_equals_sigma_squared,correlation_bounds_ok,eigenvalues,min_eigenvalue,positive_semidefinite,cholesky_ok,cholesky_note,numerical_fix_applied,numerical_fix_note
3089534353001157632,124.17699360479357,0.015249501,0.7374494221361896,0.0115004275,0.4587656346030645,0.018229531,2.906363530788064,0.01854747,-36.28302820325773,0.014079297,-48.846275,1.2856156,-43.26,LAMOST rv from gaia_lamost_larger_velocity_features.csv,,missing_measured_rv_uncertainty,False,Gaia RV uncertainty exists only with Gaia RV central value; not mixed with LAMOST central RV,1.1971784,31,False,18,gaiadr3.gaia_source,data/raw/project_vi_priority_a_gaia_dr3_astrometry.csv,ra_error and dec_error are in mas; not included in first 3D parallax/pm covariance matrix,"parallax_mas, pmra_masyr, pmdec_masyr","mas^2, mas^2/yr, mas^2/yr^2 cross-terms according to variable pair",-0.025346631,-0.056055173,0.06314212,0.25546312,-0.23179322,0.17829996,0.01091462,0.23135413,-0.24818991,-0.10659207,True,True,"parallax_mas, pmra_masyr, pmdec_masyr",0.018229531,0.01854747,0.014079297,0.000332315800479961,7.822353341575113e-05,-6.370016942479179e-05,7.822353341575113e-05,0.00034400864340089997,-2.7834956305231575e-05,-6.370016942479179e-05,-2.7834956305231575e-05,0.00019822660401420898,True,True,True,0.0001727160709221058;0.0002676848295397281;0.0004341501474332359,0.0001727160709221058,True,True,ok,False,none
3089847099636770560,122.50835506539042,0.020588106,1.2800943330610466,0.017172968,0.637150856719755,0.023815988,-42.072760482673594,0.025910826,-36.356421286612786,0.021410597,,,-11.29,LAMOST rv from gaia_lamost_larger_velocity_features.csv,,missing_measured_rv_uncertainty,False,Gaia radial_velocity_error missing or Gaia radial_velocity missing,0.9338144,31,False,18,gaiadr3.gaia_source,data/raw/project_vi_priority_a_gaia_dr3_astrometry.csv,ra_error and dec_error are in mas; not included in first 3D parallax/pm covariance matrix,"parallax_mas, pmra_masyr, pmdec_masyr","mas^2, mas^2/yr, mas^2/yr^2 cross-terms according to variable pair",-0.1338573,-0.10890713,-0.027510922,0.33993784,-0.19117548,0.289752,-0.1210737,0.17357397,-0.11949479,-0.21941473,True,True,"parallax_mas, pmra_masyr, pmdec_masyr",0.023815988,0.025910826,0.021410597,0.000567201284416144,0.000107111094597839,-6.0932128631712316e-05,0.000107111094597839,0.000671370904002276,-0.0001217238877079459,-6.0932128631712316e-05,-0.0001217238877079459,0.000458413663896409,True,True,True,0.0004021086945343185;0.0005015638425774226;0.0007933133152030883,0.00040210869453431855,True,True,ok,False,none
