source_id,source_id_key,known_candidate,m2_gmm_label,reference_member,reference_candidate,new_member,m2_omitted_candidate,selection_count,selection_frequency,mean_membership_probability,median_membership_probability,stability_group
3083654925028635648,3083654925028635648,False,2,False,False,False,False,0,0.0,0.8163006644439706,0.8641008787909719,field stars
3083656299418375040,3083656299418375040,False,2,False,False,False,False,0,0.0,0.7180488540558747,0.6966561798461326,field stars
3083656333778101760,3083656333778101760,False,0,False,False,False,False,0,0.0,0.9514219728378019,0.9901161979643084,field stars
3083657227131276288,3083657227131276288,False,2,False,False,False,False,0,0.0,0.7832754315616087,0.8146748888356785,field stars
3083657291552834688,3083657291552834688,False,7,False,False,False,False,0,0.0,0.9541618356744105,0.9752416130135744,field stars
3083659254355814912,3083659254355814912,False,1,False,False,False,False,0,0.0,0.6316565726524208,0.6387622608863537,field stars
3083660216428516224,3083660216428516224,False,4,False,False,False,False,0,0.0,0.6389156425011008,0.6090871257208198,field stars
3083660800544078848,3083660800544078848,False,2,False,False,False,False,0,0.0,0.5735511202218885,0.548031244900339,field stars
3083661350299876096,3083661350299876096,False,4,False,False,False,False,0,0.0,0.7586708023669062,0.7710110306230371,field stars
3083661522098579968,3083661522098579968,False,0,False,False,False,False,0,0.0,0.9006680448666079,0.9393888445050251,field stars
3083662381091995392,3083662381091995392,False,6,False,False,False,False,0,0.0,0.997853514107894,0.9999336732013899,field stars
3083663755481523840,3083663755481523840,False,7,False,False,False,False,0,0.0,0.9593142250106579,0.9878401400577328,field stars
3083664889354127616,3083664889354127616,False,4,False,False,False,False,0,0.0,0.8257733564540529,0.8714027791484218,field stars
3083667981729572352,3083667981729572352,False,2,False,False,False,False,0,0.0,0.8744217369249446,0.9332032658962648,field stars
3083668153528265472,3083668153528265472,False,4,False,False,False,False,0,0.0,0.7020746303381004,0.7080471415503704,field stars
3083668462765670272,3083668462765670272,False,3,False,False,False,False,0,0.0,0.5697194425711555,0.5274385330284954,field stars
3083668909442261888,3083668909442261888,False,4,False,False,False,False,0,0.0,0.6854040037827304,0.6778947245271509,field stars
3083670283831789696,3083670283831789696,False,1,False,False,False,False,0,0.0,0.7251027702042173,0.7243705516129786,field stars
3083670386911004544,3083670386911004544,False,2,False,False,False,False,0,0.0,0.8684377775929359,0.9420309327175651,field stars
3083671108465485056,3083671108465485056,False,4,False,False,False,False,0,0.0,0.6304249942188705,0.6043324272480118,field stars
3083671211544695808,3083671211544695808,False,7,False,False,False,False,1,0.012195121951219513,0.9656585928334571,0.9980594837117134,field stars
3083672757733196416,3083672757733196416,False,6,False,False,False,False,0,0.0,0.919509125049481,0.9999999316534989,field stars
3083673444927938560,3083673444927938560,False,7,False,False,False,False,0,0.0,0.9064676820421361,0.9259847046886128,field stars
3083674097762994176,3083674097762994176,False,3,False,False,False,False,0,0.0,0.7533264481244206,0.7800602197888984,field stars
3083675540871959552,3083675540871959552,False,7,False,False,False,False,0,0.0,0.9350349485593251,0.9798329968943874,field stars
3083675815749866112,3083675815749866112,False,4,False,False,False,False,0,0.0,0.793528092113242,0.7995271814069989,field stars
3083676090627788288,3083676090627788288,False,7,False,False,False,False,0,0.0,0.9592698823574785,0.9833427102483305,field stars
3083677563798464640,3083677563798464640,False,7,False,False,False,False,0,0.0,0.9495059677114288,0.9737063599468501,field stars
3083679320444212608,3083679320444212608,False,0,False,False,False,False,0,0.0,0.8641333071140248,0.9389648434135587,field stars
3083681244588248448,3083681244588248448,False,3,False,False,False,False,0,0.0,0.6349933457401687,0.591174311663866,field stars
3083682859496038528,3083682859496038528,False,3,False,False,False,False,0,0.0,0.6617102095234346,0.6706990363859261,field stars
3083683340532362240,3083683340532362240,False,4,False,False,False,False,0,0.0,0.7971625796428522,0.8202813648998751,field stars
3083683443611585024,3083683443611585024,False,4,False,False,False,False,0,0.0,0.7340118523112016,0.7510693512374904,field stars
