source_id,mc_mode,n_draws_requested,n_draws_valid,n_draws_rejected,n_draws_rejected_nonpositive_parallax,success_fraction,parallax,parallax_over_error,parallax_error,parallax_uncertainty_provenance,distance_reference_kpc,distance_method,pmra,pmdec,radial_velocity,pmra_uncertainty_provenance,pmdec_uncertainty_provenance,radial_velocity_uncertainty_provenance,distance_uncertainty_provenance,covariance_provenance,assumed_uncertainty_used,assumed_uncertainty_note,distance_quality_flag_current_project_vi,distance_quality_semantics_note,Lz_reference,Lz_central_recomputed,Lz_mc_median,Lz_mc_p16,Lz_mc_p84,Lz_mc_lower_uncertainty,Lz_mc_upper_uncertainty,Lperp_reference,Lperp_central_recomputed,Lperp_mc_median,Lperp_mc_p16,Lperp_mc_p84,Lperp_mc_lower_uncertainty,Lperp_mc_upper_uncertainty,Ltot_reference,Ltot_central_recomputed,Ltot_mc_median,Ltot_mc_p16,Ltot_mc_p84,Ltot_mc_lower_uncertainty,Ltot_mc_upper_uncertainty,eccentricity_reference,eccentricity_central_recomputed,eccentricity_mc_median,eccentricity_mc_p16,eccentricity_mc_p84,eccentricity_mc_lower_uncertainty,eccentricity_mc_upper_uncertainty,rperi_reference,rperi_central_recomputed,rperi_mc_median,rperi_mc_p16,rperi_mc_p84,rperi_mc_lower_uncertainty,rperi_mc_upper_uncertainty,rap_reference,rap_central_recomputed,rap_mc_median,rap_mc_p16,rap_mc_p84,rap_mc_lower_uncertainty,rap_mc_upper_uncertainty,Zmax_reference,Zmax_central_recomputed,Zmax_mc_median,Zmax_mc_p16,Zmax_mc_p84,Zmax_mc_lower_uncertainty,Zmax_mc_upper_uncertainty
3089847099636770560,measured_only_parallax,200,200,0,0,1.0,0.637150856719755,26.753075,0.02381598589021094,measured_derived_from_parallax_over_error,1.5694870209361436,inverse_parallax_per_draw,-42.072760482673594,-36.356421286612786,-11.29,missing_uncertainty_fixed_in_draws,missing_uncertainty_fixed_in_draws,missing_uncertainty_fixed_in_draws,derived_from_sampled_parallax_not_independently_sampled,missing_covariance_not_used,False,not used,missing_parallax,larger recovered table has parallax central value; full uncertainty/covariance inputs are missing,-961.1463243325856,-961.1555548812935,-961.3459613952775,-1009.492711555822,-915.5753516230858,48.14675016054446,45.77060977219173,3531.4575141993287,3531.461795690768,3530.8314161843514,3371.5365835336156,3682.4598945119164,159.29483265073577,151.62847832756506,3659.9172711105016,3659.923826407133,3659.3656178637293,3519.422765408741,3794.573638777463,139.9428524549885,135.2080209137339,0.7087529115246556,0.7087529115246556,0.7086041277837005,0.6636324372107248,0.7492265902485887,0.044971690572975676,0.04062246246488821,9.389509171256536,9.389509171256536,9.389523460070471,9.340810606201124,9.434224340392348,0.04871285386934687,0.04470088032187647,55.088451589895655,55.088451589895655,55.04832703455579,46.19671208334712,65.8169602187051,8.851614951208667,10.768633184149316,52.847639658481675,52.847639658481675,52.807139085605385,43.63786120010287,63.733790483152916,9.169277885502517,10.92665139754753
3089534353001157632,measured_only_parallax,200,200,0,0,1.0,0.4587656346030645,25.166069,0.018229530984877475,measured_derived_from_parallax_over_error,2.1797622240498136,inverse_parallax_per_draw,2.906363530788064,-36.28302820325773,-43.26,missing_uncertainty_fixed_in_draws,missing_uncertainty_fixed_in_draws,missing_uncertainty_fixed_in_draws,derived_from_sampled_parallax_not_independently_sampled,missing_covariance_not_used,False,not used,missing_parallax,larger recovered table has parallax central value; full uncertainty/covariance inputs are missing,471.0723555977167,471.0668432054133,448.8150207527317,331.9995071615144,592.762584561293,116.81551359121733,143.9475638085613,1303.9018650592682,1303.9044786887912,1294.713461507322,1246.343930353073,1354.0517814629113,48.369531154249216,59.33831995558921,1386.3871169025697,1386.387702019966,1370.2984808544056,1289.8050293279232,1478.1163277044157,80.49345152648243,107.81784685001003,0.8369854697847113,0.8369854697847113,0.8389316121726976,0.8172884170583831,0.8680487893998289,0.021643195114314562,0.029117177227131252,1.9437234301537332,1.9437234301537332,1.8894321799148637,1.4356262785844347,2.359922304980537,0.453805901330429,0.4704901250656732,21.903518010062815,21.903518010062815,21.631025286356326,20.307358928205478,23.51959885525919,1.3236663581508488,1.8885735689028635,17.78440097652317,17.78440097652317,17.649601063124084,16.96622066911746,18.618672078014416,0.6833803940066225,0.9690710148903321
