run_key,experiment_family,experiment_name,run_id,random_state,train_fraction,train_size,scaler,features,n_features,n_components,covariance_type,n_init,converged,n_iter,lower_bound,bic_all,aic_all,ari_vs_m2_gmm,matched_label,matched_group_size,reference_overlap_count,reference_recall,jaccard_overlap,candidate_count,candidate_fraction,candidate_enrichment,reference_candidates_selected,new_members_selected,omitted_candidates_selected
random_seed_stability:seed:seed_28,random_seed_stability,seed,seed_28,28,1.0,1838,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,36,-4.161179618746937,16706.399970852166,15669.310509904026,0.5613157940917796,3,27,27,0.84375,0.84375,24,0.8888888888888888,60.51028806584362,24,3,0
random_seed_stability:seed:seed_29,random_seed_stability,seed,seed_29,29,1.0,1838,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,44,-4.131943284341117,16599.13499888497,15562.045537936829,0.48049351584234334,2,27,27,0.84375,0.84375,24,0.8888888888888888,60.51028806584362,24,3,0
subsample_80pct:subsample:subsample_00,subsample_80pct,subsample,subsample_00,1000,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,43,-4.1019474136300325,16703.740997684137,15666.651536735997,0.42360059064997646,7,27,21,0.65625,0.5526315789473685,19,0.7037037037037037,47.9039780521262,19,2,0
subsample_80pct:subsample:subsample_01,subsample_80pct,subsample,subsample_01,1001,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,28,-4.188431186287759,16721.359971338807,15684.270510390668,0.4543982007618123,4,32,17,0.53125,0.3617021276595745,13,0.40625,27.65509259259259,13,4,0
subsample_80pct:subsample:subsample_02,subsample_80pct,subsample,subsample_02,1002,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,35,-4.103314261938503,16719.774629029736,15682.685168081598,0.45979825974998906,7,25,23,0.71875,0.6764705882352942,20,0.8,54.45925925925926,20,3,0
subsample_80pct:subsample:subsample_03,subsample_80pct,subsample,subsample_03,1003,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,44,-4.020396885854413,16680.782583593525,15643.693122645387,0.4908059942615296,6,11,11,0.34375,0.34375,10,0.9090909090909091,61.88552188552188,10,1,0
subsample_80pct:subsample:subsample_04,subsample_80pct,subsample,subsample_04,1004,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,50,-4.093791908712641,16633.91306204533,15596.823601097189,0.5911076439794531,5,30,29,0.90625,0.8787878787878788,25,0.8333333333333334,56.72839506172839,24,5,1
subsample_80pct:subsample:subsample_05,subsample_80pct,subsample,subsample_05,1005,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,32,-4.206583881767054,16845.25601138079,15808.16655043265,0.6040804884570788,1,28,22,0.6875,0.5789473684210527,20,0.7142857142857143,48.62433862433862,19,3,1
subsample_80pct:subsample:subsample_06,subsample_80pct,subsample,subsample_06,1006,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,27,-4.201527598291449,16855.200728936463,15818.111267988324,0.5447966311751575,3,26,25,0.78125,0.7575757575757576,23,0.8846153846153846,60.21937321937322,23,2,0
subsample_80pct:subsample:subsample_07,subsample_80pct,subsample,subsample_07,1007,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,29,-4.160638658679697,16789.28436143661,15752.194900488472,0.5593808063091804,7,25,20,0.625,0.5405405405405406,19,0.76,51.736296296296295,19,1,0
subsample_80pct:subsample:subsample_08,subsample_80pct,subsample,subsample_08,1008,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,66,-4.135054913311639,16644.01746987159,15606.928008923449,0.5180729811451761,2,33,30,0.9375,0.8571428571428571,24,0.7272727272727273,49.50841750841751,24,6,0
subsample_80pct:subsample:subsample_09,subsample_80pct,subsample,subsample_09,1009,0.8,1470,RobustScaler,feh;rv;tangential_velocity_kms;bp_rp;absolute_g_mag,5,9,full,5,True,27,-4.1432656949074484,16739.839241852398,15702.74978090426,0.4415101491344848,7,25,23,0.71875,0.6764705882352942,21,0.84,57.182222222222215,20,3,1
