source_id,mc_mode,draw_index,variable_order,parallax_draw_mas,pmra_draw_masyr,pmdec_draw_masyr,parallax_reference_mas,pmra_reference_masyr,pmdec_reference_masyr,ra_fixed_deg,dec_fixed_deg,radial_velocity_fixed_kms,valid_draw,rejection_reason,distance_kpc_draw,Lx_kpc_kms,Ly_kpc_kms,Lz_kpc_kms,Lperp_kpc_kms,Ltot_kpc_kms,galpy_eccentricity,galpy_rperi_kpc,galpy_rap_kpc,galpy_zmax_kpc,galpy_energy
3089534353001157632,correlated_gaia_astrometry_rv_fixed,124,"parallax_mas, pmra_masyr, pmdec_masyr",0.44454521185037355,2.884209317783601,-36.27152736983598,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.2494899806424713,241.87966775144616,-1328.6212789363467,578.8757761082218,1350.459283545418,1469.2982817246127,0.818164240958086,2.3328916979477357,23.3264363708508,18.4182436258679,-21836.64224414634
3089534353001157632,correlated_gaia_astrometry_rv_fixed,125,"parallax_mas, pmra_masyr, pmdec_masyr",0.4565423571701867,2.903265644703907,-36.28572892629255,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.1903772657554903,224.20288688026784,-1291.8131364673766,487.7677177039879,1311.1247515149453,1398.915816076609,0.8316817410745806,2.031906859007816,22.111722857458503,17.913174818270445,-24093.675603120173
3089534353001157632,correlated_gaia_astrometry_rv_fixed,126,"parallax_mas, pmra_masyr, pmdec_masyr",0.4747315071562996,2.9386501249074843,-36.29681747188581,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.106453826901281,199.95846835925667,-1238.8282654780596,359.48378059147007,1254.862088205695,1305.3380592491333,0.863791260417434,1.5054090037547099,20.599031700539065,17.095440264114284,-27145.567503193666
3089534353001157632,correlated_gaia_astrometry_rv_fixed,127,"parallax_mas, pmra_masyr, pmdec_masyr",0.47282872068388276,2.918245977015947,-36.28371509848311,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.114930748186437,202.38055031999508,-1245.0829438497078,371.02775973468675,1261.423570500123,1314.857795621648,0.8562766264725606,1.6049938171360578,20.72949190699196,17.181491775392075,-26868.680493030082
3089534353001157632,correlated_gaia_astrometry_rv_fixed,128,"parallax_mas, pmra_masyr, pmdec_masyr",0.4680022939642641,2.9130441389562653,-36.302950306880646,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.136741663228596,208.815110288847,-1259.3919170321676,406.07767992198154,1276.5859747666436,1339.6159274589568,0.8515732300805899,1.6934760477313493,21.125534952115107,17.40170286876968,-26048.7750796662
3089534353001157632,correlated_gaia_astrometry_rv_fixed,129,"parallax_mas, pmra_masyr, pmdec_masyr",0.45268013383599076,2.9251678641473227,-36.28682852439356,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.2090653537765084,229.4913386729092,-1301.20717614364,517.6070544495228,1321.2896691390536,1419.0572407727254,0.8277154046174968,2.120141333636774,22.491941121322984,17.992898595819312,-23378.094760187243
3089534353001157632,correlated_gaia_astrometry_rv_fixed,130,"parallax_mas, pmra_masyr, pmdec_masyr",0.4819411529534893,2.893143969070166,-36.27547169816387,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.074942124928906,191.459771327639,-1222.8540534319268,308.55117364249537,1237.7515421245596,1275.6303174461975,0.8748104065564445,1.3397088269822925,20.063169641288013,16.893892839247496,-28284.207621774007
3089534353001157632,correlated_gaia_astrometry_rv_fixed,131,"parallax_mas, pmra_masyr, pmdec_masyr",0.46676154591477387,2.897717113288886,-36.28403362836343,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.142421561399555,210.36563901896963,-1263.3362552999554,412.9919062670708,1280.7311177742085,1345.6725124179666,0.8497194253665913,1.7230732110112605,21.2083431109517,17.46038098175059,-25878.206191012952
3089534353001157632,correlated_gaia_astrometry_rv_fixed,132,"parallax_mas, pmra_masyr, pmdec_masyr",0.4549854620812702,2.915781305381274,-36.26657725928712,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.197872423056406,226.03258558689097,-1294.4372625978367,498.1863932350077,1314.0238036462185,1405.2929370609465,0.826154503306591,2.1175208290545173,22.243430352659907,17.965777074818103,-23847.71883304494
3089534353001157632,correlated_gaia_astrometry_rv_fixed,133,"parallax_mas, pmra_masyr, pmdec_masyr",0.4641935952971187,2.922581529453089,-36.27945067385834,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.154273583546376,213.44485650373915,-1268.1581123395297,431.54669034527046,1285.995219532507,1356.4719866655626,0.8295817395339938,1.9954261467373469,21.422559006741903,17.542449039551876,-25452.430326076737
3089534353001157632,correlated_gaia_astrometry_rv_fixed,134,"parallax_mas, pmra_masyr, pmdec_masyr",0.4766927983949505,2.9130887212535344,-36.28059533581669,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.097787093421701,197.61592898227218,-1235.109272414935,344.33493955430174,1250.8185200870976,1297.348650437014,0.8602875815559841,1.5350303976016004,20.439113557492846,17.05517756598178,-27480.701737391144
3089534353001157632,correlated_gaia_astrometry_rv_fixed,135,"parallax_mas, pmra_masyr, pmdec_masyr",0.43911604721343833,2.9035279225539767,-36.29077158720565,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.2773023357853655,250.42474883626167,-1344.5527233331093,625.0150088481485,1367.6748811951566,1503.721497464752,0.8148242910391786,2.4476255780526763,23.98808342274866,18.877325311109825,-20680.98408926036
3089534353001157632,correlated_gaia_astrometry_rv_fixed,136,"parallax_mas, pmra_masyr, pmdec_masyr",0.4501653249447442,2.90742467688234,-36.28697140481943,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.221406102575194,233.3606821770564,-1310.224157376284,536.5485957946519,1330.8435484904055,1434.9316869481095,0.8220409577770427,2.2213018958625397,22.742890629736287,17.870950364654412,-22902.320062000912
3089534353001157632,correlated_gaia_astrometry_rv_fixed,137,"parallax_mas, pmra_masyr, pmdec_masyr",0.462125945962008,2.9056385223040557,-36.300524740242885,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.1639122597159073,216.6515798778581,-1276.2719361997652,447.82069638210504,1294.5300159496765,1369.7997438687244,0.8367666223179374,1.9210601543403978,21.616529787370407,17.647127226667266,-25056.14103396397
