source_id,feh,rv,tangential_velocity_kms,bp_rp,absolute_g_mag,known_candidate,hdbscan_label,optics_label,gmm_label,gmm_membership_probability
3077475635319544192,-0.355,-1.45,48.97656604211349,1.0826197,1.860850159865521,False,-1,0,7,0.9985450720047754
3089872457123747968,-0.133,18.5,20.4498681361504,0.5685892,3.1697380713625307,False,0,0,1,0.6006070178803998
3084446435961462656,-0.053,-1.46,12.725307765026937,0.6250162,2.986352477903093,False,0,0,1,0.5044618083058009
3083718834141238784,0.017,5.63,10.708682600138738,0.6849909,2.573560658162455,False,0,0,4,0.6157297340480701
3084817418056780544,-0.526,8.97,58.62953694973045,0.7450819,3.060773759932424,False,-1,0,2,0.8577130421680472
3083654925028635648,-0.152,-3.85,16.608980492278274,0.69665337,2.0500474667244895,False,0,0,2,0.5602522742079217
3084118918935123072,-0.277,2.33,6.859671615577307,0.6525736,2.419701326309065,False,0,0,4,0.6850433171746831
3087827365498517504,-0.178,69.45,62.30197108784841,0.68231773,3.1429720993169674,False,0,0,4,0.8758996606976542
3084492851670277632,-0.038,48.62,7.201901186044872,1.222745,1.3761383573899089,False,-1,0,7,0.7987005093058349
3089487112657653376,0.235,14.8,15.852159973277198,1.174387,2.9332944094326017,False,-1,0,7,0.9976244088772308
3089897024336586368,-0.493,53.08,78.11246541319116,0.679224,2.0533383210298126,False,-1,0,2,0.5967824839922404
3089771611291880064,-0.329,23.08,16.841554005746843,0.60767174,3.2249896012509502,False,0,0,4,0.7953917001231976
